Tuition fees up to date;Gender;Scholarship holder;Age at enrollment;Curricular units 1st sem (enrolled);Curricular units 1st sem (approved);Curricular units 1st sem (grade);Curricular units 2nd sem (enrolled);Curricular units 2nd sem (approved);Curricular units 2nd sem (grade);Target
1;0;0;34;5;0;0;5;0;0;Enrolled
1;0;1;23;7;6;12,99;8;8;12,67;Graduate
1;0;0;18;6;4;11,25;6;5;12,2;Enrolled
1;0;0;18;6;5;12,2;6;5;12,8;Graduate
1;0;0;34;0;0;0;0;0;0;Dropout
1;0;0;25;6;6;11,33;6;4;11,75;Enrolled
1;0;0;21;5;5;12,2;5;5;11,8;Graduate
1;0;1;20;6;0;0;6;0;0;Dropout
1;0;0;18;6;6;11,33;6;6;11,67;Graduate
1;0;0;18;6;6;13,86;6;6;13,1;Graduate
1;0;0;18;6;6;12,86;6;6;13,33;Graduate
1;0;0;24;6;1;10;6;0;0;Dropout
0;0;0;32;15;14;10,21;13;13;11,38;Graduate
0;0;0;24;6;6;11,29;6;3;10,33;Dropout
1;0;1;18;6;6;13,83;6;0;0;Dropout
1;0;0;28;6;6;12,86;6;5;12,6;Graduate
1;0;1;18;6;6;11,67;6;4;12;Dropout
0;0;0;24;6;0;0;5;0;0;Dropout
1;0;0;19;5;5;14,4;5;5;13,2;Graduate
1;0;0;44;6;6;14,83;6;6;14,17;Graduate
1;0;1;18;6;6;14,33;6;6;12;Graduate
1;0;0;18;0;0;0;0;0;0;Graduate
1;0;0;22;6;0;0;6;0;0;Dropout
1;0;1;18;7;6;12,33;7;6;12,67;Graduate
1;0;0;44;5;5;11,8;5;5;12,4;Graduate
1;0;0;33;6;5;13,2;6;5;10,6;Dropout
0;0;0;32;6;0;0;5;0;0;Dropout
0;0;0;35;6;0;0;6;0;0;Dropout
1;0;0;20;6;6;11,5;6;6;13,29;Graduate
1;0;0;24;6;5;12,6;6;5;12,2;Graduate
1;0;0;19;7;7;13,54;8;8;14,22;Graduate
1;0;0;21;6;5;11,6;6;5;13;Enrolled
1;1;1;19;6;6;13,67;6;6;13,83;Graduate
0;1;0;27;6;0;0;6;0;0;Dropout
0;0;0;30;6;0;0;6;0;0;Dropout
1;1;0;21;0;0;0;0;0;0;Dropout
1;1;0;19;6;6;11,5;6;6;12,29;Graduate
1;0;0;34;5;2;11,5;5;4;11,75;Enrolled
1;1;0;18;7;7;11,83;8;7;12,91;Graduate
1;1;0;21;0;0;0;0;0;0;Graduate
1;1;0;17;0;0;0;0;0;0;Enrolled
1;0;1;19;7;6;12,97;7;6;12,97;Graduate
1;1;0;18;6;6;13,83;6;6;13,67;Graduate
1;0;0;19;7;7;14,13;8;8;14,37;Graduate
1;0;0;45;10;5;12,17;8;0;0;Dropout
1;0;0;26;6;6;12,67;6;4;12,25;Graduate
1;1;0;51;4;0;0;5;0;0;Dropout
1;1;1;49;6;6;12,29;6;6;14,17;Graduate
1;1;0;22;6;3;14,5;7;4;14,38;Enrolled
1;1;0;22;5;2;10;5;1;10;Dropout
1;0;0;33;5;2;11,5;5;2;12;Dropout
1;0;0;20;5;5;11,6;5;4;11,5;Graduate
1;0;1;18;6;6;12,5;6;6;11,67;Graduate
0;0;0;20;6;3;11,67;6;2;11;Dropout
1;0;0;37;10;7;13,43;10;10;11,6;Graduate
1;1;0;18;6;6;13,67;6;6;13,5;Graduate
1;0;0;19;6;6;12,5;6;6;12,17;Graduate
1;0;0;21;6;6;13;6;4;12,8;Graduate
1;0;0;20;7;6;12,78;8;7;12,84;Graduate
1;0;0;19;7;0;0;8;0;0;Dropout
1;0;0;20;7;4;13,5;7;4;11,23;Dropout
1;0;0;18;7;7;13,46;8;8;15,13;Graduate
1;0;0;19;8;7;13,44;8;7;13,44;Graduate
1;0;0;18;6;4;11;6;5;10,83;Graduate
1;0;1;18;6;6;11,33;6;6;12,29;Graduate
1;0;0;18;5;2;10;1;0;0;Dropout
1;0;0;19;7;5;13,44;7;6;13,07;Enrolled
1;0;1;18;7;7;12,21;8;8;14,06;Graduate
1;0;1;19;6;6;14,17;6;6;13,5;Graduate
1;0;1;24;12;12;12,85;11;11;12,64;Graduate
1;0;0;20;6;6;13;6;2;12;Enrolled
1;0;1;21;5;5;12,8;5;4;11,25;Graduate
0;0;0;20;6;4;13;6;5;12;Dropout
1;0;1;19;7;7;13,37;8;8;13,67;Graduate
1;0;1;19;7;7;13,39;8;8;13,39;Graduate
1;0;0;18;8;7;13,33;8;7;13,33;Graduate
1;0;0;19;6;5;14;6;5;11;Graduate
1;0;0;21;5;5;12,6;5;5;13,2;Graduate
1;0;1;19;6;6;14;6;6;15;Graduate
1;0;1;18;6;6;13,43;6;6;12,67;Graduate
1;0;1;17;6;6;13;6;6;12,5;Graduate
1;0;0;19;6;5;12,67;6;5;11;Enrolled
0;1;0;23;5;3;10;5;3;12,33;Dropout
1;0;0;19;6;6;12,83;6;6;11,78;Graduate
1;0;0;18;7;6;12,92;7;6;12,92;Graduate
1;0;0;20;6;6;13,29;6;5;13,8;Graduate
1;0;1;19;5;5;14,6;5;5;13,8;Graduate
1;0;1;18;6;6;14;6;6;13,67;Graduate
1;0;1;19;6;6;14,14;6;6;15;Graduate
1;0;0;19;6;6;11,67;6;6;12,33;Graduate
1;0;0;18;8;8;14,38;8;8;14,38;Graduate
1;0;0;18;7;7;12,5;8;7;13,04;Graduate
1;0;1;19;7;6;14,15;7;6;14,15;Graduate
1;0;1;19;8;7;12,47;8;7;12,47;Graduate
1;0;0;19;7;6;14,15;7;6;14,15;Graduate
1;0;0;21;7;7;14,07;8;8;14,05;Graduate
1;0;0;18;6;6;14,86;6;6;14,67;Graduate
1;0;1;19;6;6;14,29;6;6;13,17;Graduate
0;0;0;18;4;0;0;4;0;0;Dropout
1;0;0;30;6;0;0;6;0;0;Dropout
1;0;0;18;6;6;15;6;5;15,17;Dropout
1;0;1;20;7;6;12,63;7;6;12,63;Graduate
0;0;0;25;5;5;11,2;5;5;12,6;Dropout
1;0;0;18;7;6;14,23;7;6;14,23;Graduate
1;0;0;21;5;5;12,2;5;3;11,33;Enrolled
1;0;0;18;8;7;15,7;8;7;15,7;Graduate
1;0;0;18;7;6;15,2;7;6;15,2;Graduate
0;0;0;29;6;6;16,33;6;5;15,6;Dropout
1;0;0;20;17;14;12,56;12;12;12,86;Graduate
1;0;0;26;7;0;0;8;0;0;Dropout
1;0;0;21;6;5;12,4;6;6;12;Graduate
1;0;1;19;8;8;13,78;8;8;13,78;Graduate
1;0;0;19;6;6;12,17;6;5;11,67;Dropout
1;0;0;21;6;5;11,8;6;5;11,83;Enrolled
1;0;0;20;6;4;10,8;6;4;12;Graduate
1;0;1;18;7;7;13,26;8;8;14,29;Graduate
0;0;0;20;6;4;12;6;3;10,67;Dropout
1;0;1;20;6;6;11,88;6;6;14,43;Graduate
1;0;1;18;7;5;12,16;7;2;13,4;Enrolled
1;0;0;18;6;1;15;6;4;12,5;Enrolled
1;0;0;18;6;6;13,33;6;5;13,2;Graduate
1;0;0;18;5;2;11,5;5;3;11,8;Enrolled
1;0;0;22;6;6;14,43;6;5;13;Graduate
1;0;0;19;5;1;13;5;3;15,33;Enrolled
1;0;1;19;6;6;15;6;6;14,33;Graduate
1;0;0;18;7;7;15,16;8;8;16,8;Graduate
1;0;0;20;6;6;10,67;6;6;11,86;Graduate
1;0;0;18;6;5;11;6;4;11,25;Dropout
1;0;0;21;6;0;0;6;0;0;Dropout
1;0;0;19;6;6;12,29;6;6;12;Graduate
1;0;0;18;8;8;12,83;8;8;12,83;Dropout
1;0;0;18;6;6;12,67;6;5;14,4;Graduate
1;0;0;18;0;0;0;0;0;0;Enrolled
0;0;1;21;6;2;13;6;0;0;Dropout
1;0;0;19;5;5;10,88;5;4;12,4;Graduate
1;0;1;19;5;5;12,8;5;5;11,6;Graduate
1;0;0;19;6;5;11,29;6;0;0;Dropout
1;0;0;18;0;0;0;0;0;0;Graduate
1;0;1;19;6;0;0;6;1;10;Dropout
1;0;1;20;7;6;13,77;8;8;13,74;Dropout
0;0;0;18;8;6;12,76;8;6;12,76;Dropout
1;0;1;19;0;0;0;0;0;0;Dropout
1;0;0;18;6;6;12,67;6;6;13,25;Graduate
1;0;0;18;6;6;12;6;4;12,75;Enrolled
1;0;1;19;6;6;12,25;6;6;12;Graduate
1;0;0;20;5;3;11,33;5;5;12,2;Graduate
1;0;1;19;7;7;13,51;8;8;13,05;Graduate
1;0;0;18;8;7;13,61;8;7;13,61;Graduate
1;0;0;25;6;0;0;6;0;0;Dropout
0;0;0;18;6;4;11,5;6;6;12,17;Graduate
1;0;0;19;6;6;12,33;6;6;12,5;Graduate
1;0;1;19;7;7;11,97;8;8;14,44;Graduate
0;0;1;20;5;2;13;5;2;11,5;Dropout
1;0;0;18;7;7;12,39;8;7;12,73;Enrolled
1;0;0;20;5;2;13,5;5;5;11,29;Graduate
1;0;0;21;6;6;12,17;6;6;13,29;Graduate
1;0;0;19;0;0;0;0;0;0;Graduate
1;0;0;42;6;6;11,67;6;6;13,67;Graduate
0;0;0;18;6;5;12,4;6;5;14,17;Enrolled
1;0;1;19;6;5;13,4;6;6;12,83;Graduate
1;0;0;18;6;6;12;6;4;12,5;Graduate
1;0;0;21;5;5;14,2;5;5;14,8;Graduate
1;0;1;20;6;6;12,13;6;6;14,43;Graduate
1;0;0;20;7;7;13,86;7;7;13,29;Graduate
1;0;0;21;6;3;11,75;6;5;12,33;Enrolled
1;0;0;19;7;7;14,28;8;8;13,13;Graduate
1;0;0;21;13;11;13,27;11;9;13;Graduate
1;0;0;19;6;6;14,67;6;6;15,14;Graduate
1;0;1;19;7;7;15,11;8;8;15,09;Graduate
1;0;0;18;0;0;0;0;0;0;Enrolled
1;0;0;22;6;6;15;6;6;13,14;Graduate
1;0;0;21;6;5;13,2;6;5;14,33;Graduate
1;0;1;18;6;2;11;6;3;10,33;Dropout
1;0;1;20;8;7;14,57;8;7;14,57;Graduate
0;0;0;18;5;3;12;5;4;10,75;Dropout
1;0;0;20;6;0;0;5;0;0;Dropout
1;0;0;23;7;6;13,8;8;7;13,78;Graduate
1;0;0;18;6;6;14,83;6;6;15,33;Graduate
1;0;0;20;6;6;12,83;6;6;13,83;Graduate
1;0;1;18;8;7;14,96;8;7;14,96;Graduate
1;0;0;20;5;4;12;5;5;11,2;Graduate
1;0;0;18;7;7;12,4;8;8;12,8;Graduate
1;0;0;20;6;6;15,57;6;6;17,17;Graduate
1;0;0;19;8;7;13,71;8;7;13,71;Graduate
1;0;0;21;6;6;13,14;6;6;12,17;Graduate
1;0;0;33;6;6;15;6;3;11;Graduate
0;0;0;24;5;1;13;5;0;0;Dropout
1;0;1;20;11;11;12;11;11;12,75;Graduate
1;0;0;18;0;0;0;0;0;0;Graduate
1;0;0;18;6;6;15,17;6;6;14,17;Graduate
1;0;0;29;6;4;12;6;2;10,5;Dropout
1;0;0;18;7;7;13,64;8;8;14,77;Graduate
1;0;0;19;6;6;12,67;6;6;12,71;Graduate
1;0;0;19;0;0;0;0;0;0;Dropout
1;0;1;18;6;5;10,8;6;6;10,5;Graduate
1;0;1;19;7;6;14,25;8;8;13,06;Graduate
1;0;0;20;14;12;12,15;12;10;12,9;Dropout
1;0;0;19;6;1;11,5;6;2;10,5;Enrolled
1;0;1;19;6;4;12,25;6;3;12,33;Graduate
1;0;1;18;6;6;12;6;5;11,14;Enrolled
1;0;1;18;8;8;13,4;8;8;13,4;Graduate
1;0;1;19;6;6;11,33;6;3;12,67;Graduate
1;1;0;20;6;5;12,2;6;6;12,33;Dropout
1;1;1;18;0;0;0;0;0;0;Enrolled
1;1;0;18;7;0;0;8;0;0;Dropout
0;1;0;35;6;5;16,17;6;4;16;Dropout
1;1;0;18;5;3;11;5;3;11;Enrolled
1;1;1;19;0;0;0;0;0;0;Graduate
1;1;1;19;6;4;12;6;6;12,29;Enrolled
1;1;0;20;5;2;10,5;5;4;12,25;Enrolled
1;1;0;19;6;3;11,67;6;4;10,33;Enrolled
1;1;0;19;5;3;11;5;2;10;Dropout
1;1;0;24;7;0;0;7;0;0;Dropout
0;1;0;29;6;4;12,5;6;0;0;Dropout
1;1;0;24;7;7;11,29;8;2;12,6;Graduate
1;1;0;19;6;5;11,2;6;4;12,5;Graduate
1;1;0;37;0;0;0;0;0;0;Dropout
1;1;0;18;6;5;13,2;6;5;11,8;Graduate
1;1;1;20;7;6;14,14;6;6;14,13;Enrolled
0;1;0;18;5;0;0;5;0;0;Dropout
1;1;0;22;5;0;0;5;3;13,33;Enrolled
1;1;1;22;5;3;12,33;5;3;10,57;Enrolled
0;1;0;18;6;0;0;6;0;0;Dropout
1;1;0;18;8;7;13,1;8;7;13,1;Graduate
1;1;0;19;6;6;13,5;6;6;13,17;Graduate
1;1;0;19;5;5;10,2;5;3;12;Enrolled
1;1;0;19;6;5;11,57;6;3;13;Dropout
1;1;0;21;6;6;15,29;6;6;15,17;Graduate
1;1;0;19;6;5;12,6;10;8;11;Enrolled
1;1;0;18;7;6;13,43;7;4;13,6;Graduate
1;1;0;19;5;5;11,6;5;3;11;Dropout
1;1;0;25;6;6;14,67;6;6;13,5;Graduate
1;1;0;22;6;6;14,67;6;6;14,67;Graduate
1;1;0;24;8;7;12,74;8;7;12,74;Graduate
1;1;0;19;7;7;11,98;8;7;13,13;Graduate
1;1;0;18;5;4;12,25;5;3;11,67;Enrolled
0;1;0;20;0;0;0;0;0;0;Dropout
1;1;1;19;8;7;14,94;8;7;14,94;Graduate
1;1;0;19;6;2;10,5;6;4;10;Dropout
1;1;0;19;6;5;13,33;6;5;13;Graduate
1;1;0;23;6;0;0;6;0;0;Dropout
1;1;0;47;6;5;13,8;6;4;14;Dropout
1;1;0;19;6;6;11,83;6;4;10,75;Graduate
1;1;0;19;0;0;0;0;0;0;Graduate
1;1;0;18;0;0;0;0;0;0;Dropout
1;1;0;28;5;2;10;5;0;0;Dropout
1;1;0;20;6;4;11,5;6;3;11,67;Dropout
1;1;1;18;6;3;10,67;6;4;12;Enrolled
1;1;1;21;0;0;0;0;0;0;Graduate
1;1;0;19;6;4;12,75;6;2;13;Enrolled
0;1;0;24;6;0;0;6;0;0;Dropout
1;1;0;24;6;6;11,33;6;3;11,33;Enrolled
0;1;0;25;6;0;0;6;0;0;Enrolled
1;1;0;28;6;6;13;6;5;12,2;Graduate
1;1;0;37;5;4;10,75;5;3;11,33;Enrolled
1;1;0;19;5;5;12;5;2;10,5;Enrolled
1;1;1;18;7;7;13,46;8;8;13,91;Graduate
1;1;0;48;6;3;10;6;1;10;Dropout
1;1;0;21;6;6;12,33;6;6;13,67;Graduate
1;1;1;19;7;6;12,53;7;6;12,42;Enrolled
1;1;1;21;8;0;0;8;0;0;Enrolled
0;1;0;23;5;0;0;5;0;0;Dropout
1;1;0;18;5;5;13,6;5;4;13,25;Graduate
1;1;0;22;6;6;12,33;6;2;14;Dropout
1;1;0;25;13;10;11,45;11;7;12,25;Dropout
1;1;0;27;13;8;13,5;11;5;14,4;Dropout
0;1;0;49;5;0;0;5;0;0;Dropout
0;1;0;31;5;2;11;5;0;0;Dropout
1;1;0;54;6;6;13,71;6;5;14,33;Dropout
0;1;0;25;21;21;12,36;16;12;12,25;Dropout
1;1;0;20;7;3;10,67;6;2;11,5;Enrolled
1;1;0;28;6;2;12;6;3;12,67;Dropout
1;1;0;41;7;7;12,86;6;6;13,17;Graduate
1;1;1;19;6;6;13,13;6;6;12,71;Enrolled
1;1;0;22;5;0;0;5;2;11,5;Dropout
1;1;0;34;6;2;13,5;6;0;0;Dropout
0;1;0;28;11;11;15,09;10;10;15;Dropout
1;1;0;42;6;5;12,4;6;5;11,8;Enrolled
0;1;0;21;6;5;14;6;4;14,8;Enrolled
1;1;0;50;6;2;13,5;6;1;13;Dropout
1;1;0;19;5;0;0;5;0;0;Dropout
1;1;0;18;7;4;12,65;7;3;10,67;Dropout
1;1;0;59;5;0;0;5;0;0;Dropout
0;1;0;33;5;0;0;5;0;0;Dropout
1;1;1;23;6;6;13,33;6;5;12,8;Graduate
1;1;0;44;5;3;11,33;5;5;11,14;Dropout
1;1;0;37;6;0;0;6;0;0;Dropout
1;1;0;36;0;0;0;0;0;0;Dropout
0;1;0;22;5;3;11,67;5;2;10,5;Dropout
1;1;0;49;6;6;12,17;6;6;14,43;Graduate
1;1;0;23;6;6;13,33;6;4;12,75;Graduate
1;1;0;19;6;5;11,4;6;3;11;Enrolled
1;1;0;47;6;6;12,14;6;0;0;Dropout
1;1;0;28;18;17;13,06;12;12;12,31;Graduate
1;1;0;21;6;4;11,75;6;4;10,5;Enrolled
0;1;0;21;6;5;11,83;6;5;10;Dropout
1;1;0;21;11;10;12,4;10;10;11,8;Graduate
1;1;0;20;6;6;13,43;6;4;11,5;Enrolled
0;1;0;49;5;0;0;5;0;0;Dropout
1;1;0;40;5;5;11;5;5;13,4;Graduate
1;1;1;22;6;6;13,63;6;6;14,43;Graduate
1;1;0;19;5;4;11,8;5;2;11,5;Enrolled
1;1;0;31;5;0;0;5;0;0;Dropout
1;1;0;30;6;2;15;6;2;13,5;Dropout
1;1;0;19;6;5;10,8;6;5;11;Graduate
1;1;0;22;5;3;13,67;5;3;11,33;Dropout
1;1;0;19;6;6;12,83;6;6;13,33;Graduate
0;1;0;21;0;0;0;0;0;0;Dropout
1;1;0;19;6;6;15,13;6;6;13,43;Graduate
1;1;0;22;5;0;0;5;1;10;Dropout
1;1;0;22;6;5;11,4;6;5;11;Graduate
1;1;0;19;6;4;12,25;6;6;11;Graduate
0;1;0;26;6;0;0;6;0;0;Dropout
1;1;0;23;7;3;14;6;1;14;Enrolled
1;1;0;18;6;6;12,33;6;5;10,8;Enrolled
1;1;1;22;5;5;10,67;5;2;11;Enrolled
1;1;0;19;5;5;11,83;5;5;14,71;Enrolled
1;1;0;20;5;0;0;5;0;0;Dropout
1;1;1;22;6;6;11,67;6;6;12,17;Enrolled
0;1;0;18;5;2;13;5;0;0;Dropout
1;1;0;39;2;0;0;4;0;0;Dropout
1;1;0;18;8;0;0;8;0;0;Dropout
1;1;1;18;5;5;13;5;5;14,2;Graduate
1;1;1;19;6;6;13,86;6;6;14;Graduate
1;1;0;18;7;6;13,39;8;8;12,49;Graduate
1;1;1;18;5;4;12,75;5;0;0;Dropout
1;1;0;22;5;4;14,5;5;5;14,6;Graduate
1;1;0;19;6;6;12,17;6;6;12,17;Graduate
1;1;0;18;5;5;15,4;5;5;15,6;Dropout
0;1;0;31;5;2;13,33;5;2;16;Dropout
1;1;0;28;5;0;0;5;0;0;Dropout
1;1;0;19;6;0;0;6;0;0;Dropout
1;1;0;20;6;6;13,71;6;6;14,71;Graduate
1;1;0;50;6;4;12,25;6;0;0;Dropout
1;1;0;38;6;5;16;6;4;16,5;Enrolled
1;1;0;31;5;1;11;5;1;13;Dropout
1;1;0;27;7;7;14,09;7;7;14,09;Enrolled
1;1;0;21;6;6;10,17;6;6;10,5;Graduate
1;1;0;34;5;1;10;5;0;0;Dropout
1;1;0;19;5;0;0;5;1;10;Enrolled
0;1;0;40;5;2;10,5;5;3;10,67;Dropout
1;1;1;18;0;0;0;0;0;0;Graduate
0;1;1;46;6;0;0;6;0;0;Dropout
1;1;0;37;6;0;0;5;0;0;Dropout
1;1;0;31;6;0;0;6;0;0;Dropout
1;1;0;34;6;5;13,33;6;5;12,4;Graduate
1;1;1;18;0;0;0;0;0;0;Dropout
1;1;1;18;6;6;13,57;6;6;14,33;Graduate
1;1;1;19;6;6;12,83;6;6;11,17;Graduate
1;1;0;40;5;4;10,25;8;5;11,2;Dropout
1;1;0;25;6;0;0;6;0;0;Dropout
1;1;0;20;5;4;14,5;6;3;13,33;Dropout
1;1;0;20;5;5;15,8;5;5;13,71;Enrolled
0;1;0;43;6;0;0;6;0;0;Dropout
1;1;0;18;5;4;12,5;5;3;14,67;Enrolled
1;1;0;35;18;18;11,67;13;12;11,5;Graduate
1;1;0;23;5;4;13;5;5;13;Graduate
1;1;0;19;7;7;12,12;9;8;11,51;Graduate
1;1;1;21;11;9;14,22;9;7;13,75;Graduate
1;1;0;19;6;4;12,5;6;4;13,25;Enrolled
1;1;0;20;5;5;12,17;5;5;15,29;Graduate
1;1;1;30;6;0;0;6;0;0;Dropout
1;1;0;44;6;6;12,67;6;6;11,5;Graduate
1;1;0;19;8;7;13,61;8;7;13,61;Graduate
1;1;0;22;18;12;12,86;12;10;14,3;Graduate
1;1;0;18;5;4;14;5;5;14,2;Graduate
1;1;1;21;6;4;14,75;6;5;11,8;Graduate
1;1;0;18;6;0;0;6;0;0;Dropout
1;1;0;18;6;6;13,63;6;6;14,29;Graduate
1;1;0;19;0;0;0;0;0;0;Graduate
1;1;0;21;6;4;11,8;6;4;11,88;Dropout
1;1;0;31;6;6;15,13;6;6;14,6;Graduate
1;1;0;21;6;4;11,5;6;2;10,5;Dropout
1;1;0;24;5;1;10;5;1;11;Enrolled
1;1;0;27;4;0;0;5;0;0;Dropout
1;1;0;20;5;3;10,33;5;5;12,8;Graduate
1;1;0;22;5;0;0;5;2;11,67;Enrolled
1;1;1;19;6;4;12;6;4;12,5;Enrolled
1;1;0;19;6;6;13,83;6;6;14,5;Graduate
1;1;0;23;17;13;12,15;17;11;11,91;Enrolled
1;1;0;18;6;6;14;6;6;13,67;Graduate
0;1;0;29;6;6;16,5;6;5;13,8;Enrolled
1;1;0;29;5;1;18;5;3;13,33;Dropout
1;1;0;20;6;6;11,29;6;5;11,78;Enrolled
1;1;1;19;0;0;0;0;0;0;Graduate
1;1;0;22;0;0;0;0;0;0;Enrolled
1;1;0;20;6;5;14;6;6;12;Enrolled
1;1;0;24;5;4;13,75;5;3;12;Enrolled
0;1;0;21;6;4;13,25;6;5;11;Dropout
1;1;1;25;5;4;14,25;5;4;14,75;Graduate
0;1;0;32;5;0;0;5;0;0;Dropout
0;1;0;26;12;8;11,25;8;3;11,33;Dropout
1;1;1;18;6;6;13,5;6;6;12,5;Graduate
1;1;1;19;6;5;12,67;6;6;12,86;Graduate
1;1;1;19;6;6;15,17;6;6;12,33;Graduate
1;1;0;27;6;6;13,17;5;5;15,14;Dropout
1;1;0;21;12;10;11,8;12;9;11,44;Enrolled
1;1;0;20;5;4;11,5;5;0;0;Enrolled
1;1;0;21;6;6;14,5;6;6;11,33;Graduate
1;1;0;22;6;5;13,4;6;3;10,67;Enrolled
0;1;0;19;0;0;0;0;0;0;Graduate
1;1;1;18;5;4;10,8;5;2;12,5;Dropout
1;1;0;28;5;0;0;5;0;0;Dropout
0;1;0;25;10;6;11,43;7;4;12;Dropout
1;1;0;25;14;8;12,5;13;10;11,6;Dropout
1;1;0;18;5;2;13,5;5;3;12,33;Enrolled
1;1;0;26;6;0;0;6;0;0;Dropout
1;1;1;18;5;5;12,75;5;5;11,5;Graduate
1;1;0;22;6;3;11,33;6;3;12,33;Enrolled
1;1;0;25;6;0;0;6;0;0;Dropout
1;1;0;19;6;5;11,4;6;5;12,4;Enrolled
1;1;0;19;6;6;14,43;6;6;14,57;Graduate
1;1;0;19;7;7;12,49;8;8;11,71;Graduate
1;1;0;45;8;4;11,5;8;4;11;Dropout
1;1;0;52;5;5;11,2;5;5;12,8;Graduate
0;1;0;20;5;3;12;5;3;11;Dropout
1;1;0;19;8;7;15,89;8;7;15,89;Graduate
0;1;0;21;7;4;12,94;7;4;11,58;Dropout
0;1;0;35;6;6;14;6;6;14,17;Graduate
1;1;0;36;0;0;0;0;0;0;Graduate
0;1;0;47;7;0;0;8;0;0;Dropout
1;1;0;22;5;0;0;5;0;0;Dropout
1;1;0;41;5;4;11,25;5;3;11;Dropout
1;1;0;26;5;0;0;5;0;0;Dropout
0;0;0;51;6;4;11,25;6;0;0;Dropout
1;0;0;43;5;3;10,67;5;4;12,5;Enrolled
1;0;0;41;6;5;11,8;6;3;10,67;Graduate
1;1;0;23;10;8;11,63;10;10;11,18;Graduate
1;1;0;22;6;0;0;5;0;0;Dropout
1;1;1;25;6;4;10,25;6;4;11,25;Dropout
1;1;0;25;15;15;10,8;14;14;11,36;Graduate
0;1;1;22;12;11;12,55;11;11;12,67;Graduate
1;1;0;24;7;7;13,57;6;5;13,4;Enrolled
1;1;0;47;6;0;0;6;0;0;Dropout
1;1;0;41;5;0;0;5;0;0;Dropout
1;1;0;43;6;6;14,78;6;5;12,2;Graduate
1;1;0;29;3;0;0;4;0;0;Dropout
1;1;0;30;2;0;0;2;0;0;Dropout
0;1;0;26;4;0;0;5;0;0;Dropout
0;1;0;27;5;0;0;5;0;0;Dropout
1;1;1;36;5;5;11,4;5;5;11,6;Graduate
1;1;0;29;9;6;11,67;7;6;10,86;Dropout
1;1;0;35;10;7;11,29;8;5;13;Dropout
1;1;1;18;6;4;11,5;6;5;12,6;Graduate
1;1;1;24;5;5;16;5;5;16;Graduate
1;1;1;18;6;6;12,5;6;6;12,67;Dropout
1;1;0;18;5;4;12;5;3;13;Enrolled
1;1;0;21;5;0;0;5;3;11,67;Enrolled
1;1;0;21;5;5;13;5;5;12,6;Graduate
1;1;0;32;18;13;13,71;12;12;12,08;Graduate
1;1;1;22;5;3;12,33;6;3;12,5;Dropout
0;1;0;32;17;11;12,73;12;10;12,7;Dropout
1;1;0;35;5;1;14;5;0;0;Dropout
0;1;0;23;5;0;0;5;0;0;Dropout
1;1;0;39;6;5;11,4;6;3;11;Enrolled
1;1;0;35;5;0;0;5;1;10;Dropout
1;1;0;32;6;6;18,88;12;12;17,69;Graduate
1;1;0;20;6;0;0;6;0;0;Dropout
1;1;0;34;7;6;11,33;7;4;12,6;Enrolled
1;1;0;44;7;7;13,5;5;5;16,2;Dropout
1;1;0;53;11;2;15;9;3;10;Graduate
0;1;0;28;5;0;0;5;0;0;Dropout
1;1;0;31;9;9;14,22;5;5;12,8;Dropout
0;1;0;18;0;0;0;0;0;0;Enrolled
0;1;0;44;7;4;12;6;0;0;Dropout
1;1;0;19;5;5;12,6;5;4;12;Graduate
1;1;0;21;12;12;15,08;11;11;13,08;Enrolled
1;1;1;18;5;0;0;5;0;0;Dropout
1;1;0;20;6;6;14,5;6;6;15,3;Graduate
1;1;0;55;6;6;14,5;6;6;13,5;Graduate
1;1;0;27;5;3;10;5;1;13;Enrolled
1;1;0;19;5;0;0;5;0;0;Dropout
1;1;0;18;5;5;11,6;5;5;13,2;Graduate
1;1;0;43;6;4;11,75;6;0;0;Dropout
1;1;0;18;6;0;0;6;0;0;Dropout
1;1;0;18;0;0;0;0;0;0;Dropout
1;1;1;20;6;0;0;6;0;0;Dropout
0;1;0;29;5;4;11,25;5;4;11,8;Dropout
1;1;0;44;6;5;11,57;6;0;0;Dropout
1;1;0;18;5;4;10;5;1;16;Enrolled
1;1;1;20;6;5;13,83;6;6;12,3;Enrolled
1;1;0;20;6;4;12,75;9;3;12,67;Dropout
1;1;0;36;4;0;0;5;0;0;Dropout
1;1;0;19;6;5;11,6;6;2;11;Enrolled
0;1;0;29;5;0;0;5;0;0;Dropout
1;1;0;18;6;4;11,25;6;3;10,33;Dropout
0;1;0;24;6;0;0;6;0;0;Dropout
1;1;0;20;6;6;14,33;6;6;15;Graduate
0;1;0;45;6;0;0;5;0;0;Dropout
1;1;1;28;23;20;13,5;23;20;13,5;Graduate
1;1;0;23;6;6;12,67;6;5;12,2;Enrolled
1;1;0;18;7;7;12,44;8;7;11,35;Graduate
1;1;0;23;5;3;10,67;5;3;11,33;Dropout
1;1;0;22;0;0;0;0;0;0;Enrolled
1;1;1;22;6;6;12,67;6;5;12,4;Graduate
1;1;0;33;5;5;13,2;5;5;14,83;Graduate
1;1;0;21;12;10;12,7;12;11;12,18;Graduate
1;1;0;45;5;5;14,83;5;5;14,8;Graduate
0;1;0;44;10;4;11,5;7;1;12;Dropout
1;1;0;42;6;0;0;6;0;0;Dropout
1;1;0;20;5;0;0;5;0;0;Dropout
